id,clothing_label,confidence,timestamp,tanggal
11710,rambut,0.97,2025-11-29T07:05:00,2025-11-29
11711,rambut,0.73,2025-11-29T13:36:00,2025-11-29
11712,rambut,0.86,2025-11-29T13:26:00,2025-11-29
11713,topi,0.85,2025-11-29T11:21:00,2025-11-29
11714,rambut,0.97,2025-11-29T15:25:00,2025-11-29
11715,rambut,0.67,2025-11-29T09:30:00,2025-11-29
11716,topi,0.6,2025-11-29T21:35:00,2025-11-29
11717,rambut,0.94,2025-11-29T20:23:00,2025-11-29
11718,rambut,0.76,2025-11-29T21:30:00,2025-11-29
11719,topi,0.77,2025-11-29T15:13:00,2025-11-29
11720,hijab,0.63,2025-11-29T15:20:00,2025-11-29
11721,rambut,0.98,2025-11-29T09:05:00,2025-11-29
11722,rambut,0.74,2025-11-29T20:32:00,2025-11-29
11723,rambut,0.8,2025-11-29T12:47:00,2025-11-29
11724,hijab,0.51,2025-11-29T16:17:00,2025-11-29
11725,rambut,0.97,2025-11-29T19:09:00,2025-11-29
11726,rambut,0.76,2025-11-29T14:39:00,2025-11-29
11727,rambut,0.55,2025-11-29T08:43:00,2025-11-29
11728,topi,0.71,2025-11-29T16:29:00,2025-11-29
11729,hijab,0.92,2025-11-29T19:01:00,2025-11-29
11730,hijab,0.73,2025-11-29T06:30:00,2025-11-29
11731,hijab,0.68,2025-11-29T06:00:00,2025-11-29
11732,rambut,0.67,2025-11-29T16:43:00,2025-11-29
11733,hijab,0.6,2025-11-29T18:33:00,2025-11-29
11734,topi,0.89,2025-11-29T20:47:00,2025-11-29
11735,rambut,0.89,2025-11-29T10:15:00,2025-11-29
11736,topi,0.85,2025-11-29T13:30:00,2025-11-29
11737,rambut,0.68,2025-11-29T06:03:00,2025-11-29
11738,rambut,0.83,2025-11-29T17:42:00,2025-11-29
11739,rambut,0.84,2025-11-29T18:41:00,2025-11-29
11740,hijab,0.85,2025-11-29T08:43:00,2025-11-29
11741,hijab,0.6,2025-11-29T14:56:00,2025-11-29
11742,rambut,0.59,2025-11-29T20:36:00,2025-11-29
11743,rambut,0.6,2025-11-29T18:38:00,2025-11-29
11744,rambut,0.86,2025-11-29T10:14:00,2025-11-29
11745,rambut,0.53,2025-11-29T20:59:00,2025-11-29
11746,rambut,0.88,2025-11-29T19:04:00,2025-11-29
11747,rambut,0.57,2025-11-29T17:23:00,2025-11-29
11748,topi,0.54,2025-11-29T12:02:00,2025-11-29
11749,hijab,0.53,2025-11-29T15:53:00,2025-11-29
11750,topi,0.5,2025-11-29T11:49:00,2025-11-29
11751,rambut,0.62,2025-11-29T14:55:00,2025-11-29
11752,rambut,0.78,2025-11-29T08:30:00,2025-11-29
11753,rambut,0.56,2025-11-29T07:25:00,2025-11-29
11754,rambut,0.81,2025-11-29T10:12:00,2025-11-29
11755,rambut,0.67,2025-11-29T19:23:00,2025-11-29
11756,rambut,0.79,2025-11-29T19:20:00,2025-11-29
11757,rambut,0.58,2025-11-29T15:44:00,2025-11-29
11758,hijab,0.61,2025-11-29T20:31:00,2025-11-29
11759,rambut,0.65,2025-11-29T18:50:00,2025-11-29
11760,rambut,0.57,2025-11-29T18:03:00,2025-11-29
11761,rambut,0.73,2025-11-29T21:55:00,2025-11-29
11762,rambut,0.64,2025-11-29T18:18:00,2025-11-29
11763,rambut,0.82,2025-11-29T19:35:00,2025-11-29
11764,hijab,0.91,2025-11-29T06:57:00,2025-11-29
11765,rambut,0.85,2025-11-29T12:07:00,2025-11-29
11766,topi,0.55,2025-11-29T17:25:00,2025-11-29
11767,topi,0.54,2025-11-29T10:12:00,2025-11-29
11768,topi,0.88,2025-11-29T10:15:00,2025-11-29
11769,rambut,0.67,2025-11-29T19:07:00,2025-11-29
11770,rambut,0.88,2025-11-29T08:11:00,2025-11-29
11771,rambut,0.9,2025-11-29T18:41:00,2025-11-29
11772,rambut,0.65,2025-11-29T18:08:00,2025-11-29
11773,hijab,0.63,2025-11-29T18:20:00,2025-11-29
11774,topi,0.84,2025-11-29T12:45:00,2025-11-29
11775,hijab,0.95,2025-11-29T13:27:00,2025-11-29
11776,rambut,0.99,2025-11-29T12:37:00,2025-11-29
11777,topi,0.72,2025-11-29T13:49:00,2025-11-29
11778,topi,0.61,2025-11-29T06:59:00,2025-11-29
11779,rambut,0.96,2025-11-29T12:40:00,2025-11-29
11780,rambut,0.73,2025-11-29T13:09:00,2025-11-29
11781,topi,0.71,2025-11-29T11:27:00,2025-11-29
11782,rambut,0.67,2025-11-29T15:37:00,2025-11-29
11783,topi,0.59,2025-11-29T19:00:00,2025-11-29
11784,rambut,0.6,2025-11-29T11:56:00,2025-11-29
11785,rambut,0.88,2025-11-29T18:22:00,2025-11-29
11786,rambut,0.58,2025-11-29T08:11:00,2025-11-29
11787,rambut,0.7,2025-11-29T15:39:00,2025-11-29
11788,rambut,0.84,2025-11-29T08:27:00,2025-11-29
11789,hijab,0.6,2025-11-29T16:52:00,2025-11-29
11790,hijab,0.56,2025-11-29T19:59:00,2025-11-29
11791,hijab,0.73,2025-11-29T12:46:00,2025-11-29
11792,rambut,0.56,2025-11-29T17:53:00,2025-11-29
11793,topi,0.65,2025-11-29T19:02:00,2025-11-29
11794,rambut,0.82,2025-11-29T15:26:00,2025-11-29
11795,rambut,0.74,2025-11-29T18:22:00,2025-11-29
11796,rambut,0.79,2025-11-29T11:03:00,2025-11-29
11797,rambut,0.78,2025-11-29T14:50:00,2025-11-29
11798,rambut,0.61,2025-11-29T16:29:00,2025-11-29
11799,rambut,0.91,2025-11-29T16:03:00,2025-11-29
11800,rambut,0.7,2025-11-29T12:08:00,2025-11-29
11801,rambut,0.82,2025-11-29T09:04:00,2025-11-29
11802,hijab,0.63,2025-11-29T07:54:00,2025-11-29
11803,topi,0.77,2025-11-29T13:51:00,2025-11-29
11804,rambut,0.63,2025-11-29T10:30:00,2025-11-29
11805,topi,0.82,2025-11-29T18:33:00,2025-11-29
11806,hijab,0.91,2025-11-29T08:36:00,2025-11-29
11807,hijab,0.68,2025-11-29T10:45:00,2025-11-29
11808,rambut,0.96,2025-11-29T06:23:00,2025-11-29
11809,topi,0.81,2025-11-29T13:52:00,2025-11-29
11810,rambut,0.53,2025-11-29T17:48:00,2025-11-29
11811,topi,0.63,2025-11-29T17:31:00,2025-11-29
11812,topi,0.75,2025-11-29T09:48:00,2025-11-29
11813,rambut,0.58,2025-11-29T13:13:00,2025-11-29
11814,topi,0.82,2025-11-29T15:45:00,2025-11-29
11815,topi,0.7,2025-11-29T20:07:00,2025-11-29
11816,hijab,0.68,2025-11-29T18:34:00,2025-11-29
11817,rambut,0.54,2025-11-29T09:18:00,2025-11-29
11818,rambut,0.75,2025-11-29T20:17:00,2025-11-29
11819,topi,0.71,2025-11-29T18:35:00,2025-11-29
11820,rambut,0.97,2025-11-29T21:23:00,2025-11-29
11821,hijab,0.9,2025-11-29T11:42:00,2025-11-29
11822,rambut,0.98,2025-11-29T09:34:00,2025-11-29
11823,topi,0.93,2025-11-29T18:33:00,2025-11-29
11824,rambut,0.83,2025-11-29T06:08:00,2025-11-29
11825,topi,0.59,2025-11-29T09:40:00,2025-11-29
11826,rambut,0.79,2025-11-29T13:43:00,2025-11-29
11827,rambut,0.67,2025-11-29T18:48:00,2025-11-29
11828,rambut,0.93,2025-11-29T18:58:00,2025-11-29
11829,rambut,0.65,2025-11-29T06:24:00,2025-11-29
11830,rambut,0.87,2025-11-29T11:55:00,2025-11-29
11831,rambut,1.0,2025-11-29T20:54:00,2025-11-29
11832,hijab,0.85,2025-11-29T17:50:00,2025-11-29
11833,rambut,0.53,2025-11-29T19:38:00,2025-11-29
11834,topi,0.84,2025-11-29T16:45:00,2025-11-29
11835,hijab,0.64,2025-11-29T16:45:00,2025-11-29
11836,rambut,0.74,2025-11-29T13:44:00,2025-11-29
11837,hijab,0.9,2025-11-29T06:55:00,2025-11-29
11838,hijab,0.91,2025-11-29T21:24:00,2025-11-29
11839,hijab,0.9,2025-11-29T09:59:00,2025-11-29
11840,topi,0.83,2025-11-29T16:37:00,2025-11-29
11841,rambut,0.96,2025-11-29T19:01:00,2025-11-29
11842,rambut,0.69,2025-11-29T16:56:00,2025-11-29
11843,rambut,0.66,2025-11-29T20:24:00,2025-11-29
11844,rambut,0.52,2025-11-29T11:09:00,2025-11-29
11845,topi,0.69,2025-11-29T21:36:00,2025-11-29
11846,rambut,0.68,2025-11-29T15:52:00,2025-11-29
11847,rambut,0.57,2025-11-29T21:47:00,2025-11-29
11848,rambut,0.73,2025-11-29T13:59:00,2025-11-29
11849,hijab,0.85,2025-11-29T16:28:00,2025-11-29
11850,rambut,0.76,2025-11-29T17:52:00,2025-11-29
11851,hijab,0.59,2025-11-29T07:48:00,2025-11-29
11852,topi,0.76,2025-11-29T20:59:00,2025-11-29
11853,rambut,0.94,2025-11-29T20:03:00,2025-11-29
11854,rambut,0.6,2025-11-29T13:50:00,2025-11-29
11855,rambut,0.56,2025-11-29T12:36:00,2025-11-29
11856,hijab,0.62,2025-11-29T18:16:00,2025-11-29
11857,rambut,0.68,2025-11-29T15:47:00,2025-11-29
11858,hijab,0.66,2025-11-29T15:01:00,2025-11-29
11859,rambut,0.61,2025-11-29T07:55:00,2025-11-29
11860,rambut,0.79,2025-11-29T08:59:00,2025-11-29
11861,rambut,0.61,2025-11-29T15:53:00,2025-11-29
11862,topi,0.62,2025-11-29T09:48:00,2025-11-29
11863,topi,0.74,2025-11-29T13:39:00,2025-11-29
11864,hijab,0.51,2025-11-29T13:29:00,2025-11-29
11865,rambut,0.54,2025-11-29T06:38:00,2025-11-29
11866,hijab,0.78,2025-11-29T21:38:00,2025-11-29
11867,hijab,0.68,2025-11-29T12:13:00,2025-11-29
11868,rambut,0.74,2025-11-29T19:55:00,2025-11-29
11869,rambut,0.57,2025-11-29T13:11:00,2025-11-29
11870,rambut,0.66,2025-11-29T19:15:00,2025-11-29
11871,rambut,0.6,2025-11-29T19:48:00,2025-11-29
11872,topi,0.58,2025-11-29T21:38:00,2025-11-29
11873,rambut,0.78,2025-11-29T08:16:00,2025-11-29
11874,rambut,0.61,2025-11-29T15:15:00,2025-11-29
11875,rambut,0.79,2025-11-29T10:19:00,2025-11-29
11876,topi,0.86,2025-11-29T07:02:00,2025-11-29
11877,topi,0.69,2025-11-29T12:53:00,2025-11-29
11878,rambut,0.96,2025-11-29T17:31:00,2025-11-29
11879,rambut,0.56,2025-11-29T07:01:00,2025-11-29
11880,hijab,0.87,2025-11-29T07:32:00,2025-11-29
11881,rambut,0.98,2025-11-29T11:54:00,2025-11-29
11882,rambut,0.64,2025-11-29T11:15:00,2025-11-29
11883,rambut,0.86,2025-11-29T13:43:00,2025-11-29
11884,rambut,0.59,2025-11-29T15:54:00,2025-11-29
11885,rambut,0.65,2025-11-29T08:02:00,2025-11-29
11886,topi,0.96,2025-11-29T18:28:00,2025-11-29
11887,rambut,0.98,2025-11-29T15:31:00,2025-11-29
11888,hijab,0.63,2025-11-29T19:19:00,2025-11-29
11889,rambut,0.88,2025-11-29T11:52:00,2025-11-29
11890,rambut,0.6,2025-11-29T16:21:00,2025-11-29
11891,rambut,0.89,2025-11-29T20:49:00,2025-11-29
11892,rambut,0.75,2025-11-29T09:45:00,2025-11-29
11893,rambut,0.88,2025-11-29T18:47:00,2025-11-29
11894,rambut,0.96,2025-11-29T18:24:00,2025-11-29
11895,rambut,0.55,2025-11-29T10:43:00,2025-11-29
11896,topi,0.69,2025-11-29T10:09:00,2025-11-29
11897,topi,0.5,2025-11-29T13:53:00,2025-11-29
11898,hijab,0.51,2025-11-29T15:29:00,2025-11-29
11899,topi,0.83,2025-11-29T17:09:00,2025-11-29
11900,rambut,0.97,2025-11-29T21:25:00,2025-11-29
11901,topi,0.57,2025-11-29T19:12:00,2025-11-29
11902,rambut,0.85,2025-11-29T19:53:00,2025-11-29
11903,rambut,0.97,2025-11-29T16:24:00,2025-11-29
11904,rambut,0.9,2025-11-29T21:57:00,2025-11-29
11905,topi,0.75,2025-11-29T06:11:00,2025-11-29
11906,topi,0.65,2025-11-29T20:11:00,2025-11-29
11907,rambut,0.84,2025-11-29T16:55:00,2025-11-29
11908,rambut,0.59,2025-11-29T18:54:00,2025-11-29
11909,rambut,0.96,2025-11-29T09:10:00,2025-11-29
11910,rambut,0.82,2025-11-29T18:08:00,2025-11-29
11911,rambut,0.95,2025-11-29T15:41:00,2025-11-29
11912,rambut,0.57,2025-11-29T14:51:00,2025-11-29
11913,topi,0.89,2025-11-29T19:20:00,2025-11-29
11914,topi,0.82,2025-11-29T10:12:00,2025-11-29
11915,hijab,0.73,2025-11-29T06:21:00,2025-11-29
11916,rambut,0.97,2025-11-29T09:59:00,2025-11-29
11917,rambut,0.58,2025-11-29T15:30:00,2025-11-29
11918,hijab,0.58,2025-11-29T10:59:00,2025-11-29
11919,rambut,0.73,2025-11-29T07:31:00,2025-11-29
11920,rambut,0.68,2025-11-29T16:15:00,2025-11-29
11921,hijab,0.58,2025-11-29T15:29:00,2025-11-29
11922,hijab,0.54,2025-11-29T10:23:00,2025-11-29
11923,rambut,0.51,2025-11-29T08:23:00,2025-11-29
11924,rambut,0.7,2025-11-29T07:51:00,2025-11-29
11925,rambut,0.65,2025-11-29T17:57:00,2025-11-29
11926,topi,0.97,2025-11-29T17:12:00,2025-11-29
11927,topi,0.51,2025-11-29T19:21:00,2025-11-29
11928,topi,0.61,2025-11-29T07:07:00,2025-11-29
11929,topi,0.89,2025-11-29T16:43:00,2025-11-29
11930,rambut,0.99,2025-11-29T12:12:00,2025-11-29
11931,hijab,0.55,2025-11-29T08:48:00,2025-11-29
11932,topi,0.91,2025-11-29T20:47:00,2025-11-29
11933,rambut,0.93,2025-11-29T19:19:00,2025-11-29
11934,hijab,0.57,2025-11-29T15:09:00,2025-11-29
11935,hijab,0.82,2025-11-29T12:29:00,2025-11-29
11936,topi,0.7,2025-11-29T10:10:00,2025-11-29
11937,hijab,0.76,2025-11-29T19:38:00,2025-11-29
11938,topi,0.66,2025-11-29T20:18:00,2025-11-29
11939,rambut,0.61,2025-11-29T21:57:00,2025-11-29
11940,rambut,0.78,2025-11-29T08:17:00,2025-11-29
11941,hijab,0.51,2025-11-29T19:11:00,2025-11-29
11942,rambut,0.91,2025-11-29T18:37:00,2025-11-29
11943,rambut,0.79,2025-11-29T19:05:00,2025-11-29
11944,hijab,0.84,2025-11-29T15:09:00,2025-11-29
11945,rambut,0.76,2025-11-29T08:06:00,2025-11-29
11946,topi,0.61,2025-11-29T15:07:00,2025-11-29
11947,rambut,0.65,2025-11-29T21:35:00,2025-11-29
11948,rambut,0.53,2025-11-29T14:17:00,2025-11-29
11949,hijab,0.63,2025-11-29T12:40:00,2025-11-29
11950,topi,0.69,2025-11-29T21:34:00,2025-11-29
11951,topi,0.99,2025-11-29T21:12:00,2025-11-29
11952,topi,0.76,2025-11-29T14:15:00,2025-11-29
11953,hijab,0.63,2025-11-29T10:39:00,2025-11-29
11954,rambut,0.55,2025-11-29T06:53:00,2025-11-29
11955,rambut,0.89,2025-11-29T14:12:00,2025-11-29
11956,topi,0.66,2025-11-29T13:39:00,2025-11-29
11957,topi,0.75,2025-11-29T12:49:00,2025-11-29
11958,topi,0.64,2025-11-29T14:54:00,2025-11-29
11959,rambut,0.61,2025-11-29T07:10:00,2025-11-29
11960,topi,0.94,2025-11-29T06:42:00,2025-11-29
11961,topi,0.79,2025-11-29T06:17:00,2025-11-29
11962,rambut,0.76,2025-11-29T17:31:00,2025-11-29
11963,hijab,0.96,2025-11-29T10:15:00,2025-11-29
11964,rambut,0.59,2025-11-29T12:11:00,2025-11-29
11965,rambut,0.69,2025-11-29T15:46:00,2025-11-29
11966,hijab,0.67,2025-11-29T19:27:00,2025-11-29
11967,hijab,0.89,2025-11-29T11:29:00,2025-11-29
11968,rambut,0.97,2025-11-29T21:01:00,2025-11-29
11969,topi,0.85,2025-11-29T14:30:00,2025-11-29
11970,topi,0.53,2025-11-29T21:17:00,2025-11-29
11971,rambut,1.0,2025-11-29T19:41:00,2025-11-29
11972,rambut,0.51,2025-11-29T08:20:00,2025-11-29
11973,rambut,0.96,2025-11-29T17:21:00,2025-11-29
11974,rambut,0.64,2025-11-29T21:29:00,2025-11-29
11975,rambut,0.52,2025-11-29T09:01:00,2025-11-29
11976,rambut,0.81,2025-11-29T16:18:00,2025-11-29
11977,rambut,0.95,2025-11-29T06:21:00,2025-11-29
11978,topi,0.79,2025-11-29T19:09:00,2025-11-29
11979,hijab,0.98,2025-11-29T21:48:00,2025-11-29
11980,hijab,0.71,2025-11-29T17:50:00,2025-11-29
11981,rambut,0.99,2025-11-29T19:12:00,2025-11-29
11982,rambut,0.53,2025-11-29T07:24:00,2025-11-29
11983,topi,0.98,2025-11-29T11:52:00,2025-11-29
11984,rambut,0.88,2025-11-29T21:47:00,2025-11-29
11985,rambut,0.66,2025-11-29T18:07:00,2025-11-29
11986,hijab,0.97,2025-11-29T11:56:00,2025-11-29
11987,topi,0.5,2025-11-29T13:19:00,2025-11-29
11988,rambut,0.88,2025-11-29T18:11:00,2025-11-29
11989,rambut,0.76,2025-11-29T15:39:00,2025-11-29
11990,hijab,0.71,2025-11-29T11:59:00,2025-11-29
11991,rambut,0.9,2025-11-29T09:32:00,2025-11-29
11992,rambut,0.82,2025-11-29T15:45:00,2025-11-29
11993,topi,0.6,2025-11-29T21:48:00,2025-11-29
11994,rambut,0.88,2025-11-29T12:54:00,2025-11-29
11995,topi,0.97,2025-11-29T10:01:00,2025-11-29
11996,hijab,0.95,2025-11-29T06:00:00,2025-11-29
11997,rambut,0.87,2025-11-29T09:43:00,2025-11-29
11998,rambut,0.52,2025-11-29T07:41:00,2025-11-29
11999,hijab,0.67,2025-11-29T12:36:00,2025-11-29
12000,hijab,0.97,2025-11-29T13:06:00,2025-11-29
12001,rambut,0.72,2025-11-29T08:14:00,2025-11-29
12002,rambut,0.73,2025-11-29T07:18:00,2025-11-29
12003,rambut,0.63,2025-11-29T16:13:00,2025-11-29
12004,rambut,0.86,2025-11-29T17:37:00,2025-11-29
12005,rambut,0.98,2025-11-29T07:25:00,2025-11-29
12006,rambut,0.94,2025-11-29T11:47:00,2025-11-29
12007,hijab,0.63,2025-11-29T20:14:00,2025-11-29
12008,hijab,0.84,2025-11-29T15:45:00,2025-11-29
12009,rambut,0.52,2025-11-29T08:11:00,2025-11-29
12010,topi,0.68,2025-11-29T21:29:00,2025-11-29
12011,hijab,0.97,2025-11-29T15:05:00,2025-11-29
12012,rambut,0.59,2025-11-29T13:33:00,2025-11-29
12013,topi,0.58,2025-11-29T14:25:00,2025-11-29
12014,rambut,0.9,2025-11-29T10:33:00,2025-11-29
12015,rambut,0.96,2025-11-29T19:13:00,2025-11-29
12016,topi,0.67,2025-11-29T10:47:00,2025-11-29
12017,hijab,0.62,2025-11-29T15:26:00,2025-11-29
12018,rambut,0.61,2025-11-29T14:18:00,2025-11-29
12019,rambut,0.99,2025-11-29T15:20:00,2025-11-29
12020,hijab,0.62,2025-11-29T16:44:00,2025-11-29
12021,topi,0.93,2025-11-29T16:58:00,2025-11-29
12022,topi,0.86,2025-11-29T18:02:00,2025-11-29
12023,hijab,0.78,2025-11-29T15:37:00,2025-11-29
12024,hijab,0.83,2025-11-29T08:03:00,2025-11-29
12025,rambut,0.87,2025-11-29T09:04:00,2025-11-29
12026,rambut,0.87,2025-11-29T08:31:00,2025-11-29
12027,rambut,0.52,2025-11-29T06:00:00,2025-11-29
12028,topi,0.56,2025-11-29T18:01:00,2025-11-29
12029,hijab,0.89,2025-11-29T19:45:00,2025-11-29
12030,topi,0.7,2025-11-29T13:28:00,2025-11-29
12031,hijab,0.89,2025-11-29T11:07:00,2025-11-29
12032,topi,0.8,2025-11-29T08:03:00,2025-11-29
12033,rambut,0.6,2025-11-29T09:19:00,2025-11-29
12034,topi,0.79,2025-11-29T15:59:00,2025-11-29
12035,hijab,0.82,2025-11-29T14:38:00,2025-11-29
12036,topi,0.64,2025-11-29T16:17:00,2025-11-29
12037,rambut,0.72,2025-11-29T21:09:00,2025-11-29
12038,rambut,0.82,2025-11-29T20:43:00,2025-11-29
12039,rambut,0.68,2025-11-29T07:20:00,2025-11-29
12040,hijab,0.96,2025-11-29T17:15:00,2025-11-29
12041,hijab,0.89,2025-11-29T20:18:00,2025-11-29
12042,hijab,0.65,2025-11-29T21:37:00,2025-11-29
12043,topi,0.77,2025-11-29T10:14:00,2025-11-29
12044,rambut,0.99,2025-11-29T13:54:00,2025-11-29
12045,rambut,0.9,2025-11-29T21:47:00,2025-11-29
12046,topi,0.64,2025-11-29T15:44:00,2025-11-29
12047,rambut,0.69,2025-11-29T11:35:00,2025-11-29
12048,rambut,0.5,2025-11-29T08:26:00,2025-11-29
12049,rambut,0.83,2025-11-29T11:18:00,2025-11-29
12050,rambut,0.8,2025-11-29T06:18:00,2025-11-29
12051,topi,0.77,2025-11-29T18:48:00,2025-11-29
12052,rambut,0.91,2025-11-29T12:19:00,2025-11-29
12053,hijab,0.74,2025-11-29T08:29:00,2025-11-29
12054,hijab,0.99,2025-11-29T12:37:00,2025-11-29
12055,rambut,0.55,2025-11-29T09:18:00,2025-11-29
12056,rambut,0.67,2025-11-29T18:02:00,2025-11-29
12057,hijab,0.68,2025-11-29T21:10:00,2025-11-29
12058,rambut,0.91,2025-11-29T15:53:00,2025-11-29
12059,topi,0.95,2025-11-29T15:29:00,2025-11-29
12060,topi,0.92,2025-11-29T12:39:00,2025-11-29
12061,hijab,0.79,2025-11-29T12:18:00,2025-11-29
12062,topi,0.8,2025-11-29T08:36:00,2025-11-29
12063,rambut,0.51,2025-11-29T21:46:00,2025-11-29
12064,rambut,0.85,2025-11-29T06:05:00,2025-11-29
12065,rambut,0.53,2025-11-29T06:25:00,2025-11-29
12066,hijab,0.83,2025-11-29T11:48:00,2025-11-29
12067,rambut,0.78,2025-11-29T18:26:00,2025-11-29
12068,rambut,0.82,2025-11-29T16:25:00,2025-11-29
12069,rambut,0.99,2025-11-29T11:24:00,2025-11-29
12070,rambut,0.64,2025-11-29T17:46:00,2025-11-29
12071,hijab,0.99,2025-11-29T14:11:00,2025-11-29
12072,rambut,0.88,2025-11-29T11:40:00,2025-11-29
12073,hijab,0.61,2025-11-29T06:04:00,2025-11-29
12074,topi,0.68,2025-11-29T19:39:00,2025-11-29
12075,topi,0.99,2025-11-29T13:21:00,2025-11-29
12076,rambut,0.86,2025-11-29T14:50:00,2025-11-29
12077,topi,0.61,2025-11-29T21:39:00,2025-11-29
12078,rambut,0.54,2025-11-29T09:59:00,2025-11-29
12079,rambut,0.82,2025-11-29T19:14:00,2025-11-29
12080,topi,0.63,2025-11-29T12:37:00,2025-11-29
12081,rambut,0.89,2025-11-29T13:34:00,2025-11-29
12082,topi,0.63,2025-11-29T12:57:00,2025-11-29
12083,topi,0.8,2025-11-29T12:51:00,2025-11-29
12084,rambut,0.87,2025-11-29T15:05:00,2025-11-29
12085,rambut,0.72,2025-11-29T18:04:00,2025-11-29
12086,rambut,0.81,2025-11-29T20:11:00,2025-11-29
12087,hijab,0.79,2025-11-29T19:08:00,2025-11-29
12088,rambut,0.61,2025-11-29T21:37:00,2025-11-29
12089,topi,0.6,2025-11-29T15:59:00,2025-11-29
12090,topi,0.82,2025-11-29T12:49:00,2025-11-29
12091,topi,0.9,2025-11-29T11:46:00,2025-11-29
12092,rambut,0.65,2025-11-29T17:05:00,2025-11-29
12093,rambut,0.54,2025-11-29T06:53:00,2025-11-29
12094,topi,0.8,2025-11-29T11:47:00,2025-11-29
12095,rambut,0.78,2025-11-29T06:30:00,2025-11-29
12096,topi,0.71,2025-11-29T21:22:00,2025-11-29
12097,hijab,0.89,2025-11-29T18:56:00,2025-11-29
12098,topi,0.64,2025-11-29T06:42:00,2025-11-29
12099,hijab,0.54,2025-11-29T07:13:00,2025-11-29
12100,rambut,0.66,2025-11-29T07:13:00,2025-11-29
12101,hijab,0.52,2025-11-29T20:40:00,2025-11-29
12102,rambut,0.86,2025-11-29T09:06:00,2025-11-29
12103,hijab,0.69,2025-11-29T15:30:00,2025-11-29
12104,rambut,0.63,2025-11-29T17:31:00,2025-11-29
12105,rambut,0.69,2025-11-29T07:05:00,2025-11-29
12106,topi,0.63,2025-11-29T19:19:00,2025-11-29
12107,topi,0.6,2025-11-29T14:41:00,2025-11-29
12108,rambut,0.74,2025-11-29T06:27:00,2025-11-29
12109,rambut,0.7,2025-11-29T06:36:00,2025-11-29
12110,topi,0.55,2025-11-29T10:20:00,2025-11-29
12111,topi,0.72,2025-11-29T20:32:00,2025-11-29
12112,hijab,0.61,2025-11-29T15:37:00,2025-11-29
12113,topi,0.77,2025-11-29T08:27:00,2025-11-29
12114,topi,0.58,2025-11-29T10:59:00,2025-11-29
12115,hijab,0.85,2025-11-29T14:09:00,2025-11-29
12116,topi,0.84,2025-11-29T13:53:00,2025-11-29
12117,topi,0.77,2025-11-29T12:14:00,2025-11-29
12118,topi,0.75,2025-11-29T13:12:00,2025-11-29
12119,rambut,0.91,2025-11-29T06:41:00,2025-11-29
12120,rambut,0.65,2025-11-29T09:01:00,2025-11-29
12121,rambut,0.92,2025-11-29T21:15:00,2025-11-29
12122,rambut,0.95,2025-11-29T10:12:00,2025-11-29
12123,rambut,0.59,2025-11-29T06:23:00,2025-11-29
12124,rambut,0.61,2025-11-29T21:04:00,2025-11-29
12125,rambut,0.87,2025-11-29T18:19:00,2025-11-29
12126,topi,0.83,2025-11-29T18:56:00,2025-11-29
12127,rambut,0.92,2025-11-29T20:12:00,2025-11-29
12128,rambut,0.56,2025-11-29T21:12:00,2025-11-29
12129,rambut,0.85,2025-11-29T10:35:00,2025-11-29
12130,rambut,0.56,2025-11-29T14:05:00,2025-11-29
12131,hijab,0.68,2025-11-29T17:42:00,2025-11-29
12132,hijab,0.71,2025-11-29T20:14:00,2025-11-29
12133,rambut,0.84,2025-11-29T19:13:00,2025-11-29
12134,topi,0.96,2025-11-29T17:12:00,2025-11-29
12135,rambut,0.96,2025-11-29T12:14:00,2025-11-29
12136,topi,0.82,2025-11-29T15:22:00,2025-11-29
12137,rambut,0.6,2025-11-29T18:26:00,2025-11-29
12138,rambut,0.93,2025-11-29T11:40:00,2025-11-29
12139,topi,0.69,2025-11-29T14:15:00,2025-11-29
12140,rambut,0.55,2025-11-29T19:01:00,2025-11-29
12141,rambut,0.85,2025-11-29T21:02:00,2025-11-29
12142,rambut,0.59,2025-11-29T15:31:00,2025-11-29
12143,rambut,0.66,2025-11-29T20:59:00,2025-11-29
12144,topi,0.85,2025-11-29T15:46:00,2025-11-29
12145,topi,0.56,2025-11-29T11:16:00,2025-11-29
12146,hijab,0.96,2025-11-29T18:00:00,2025-11-29
12147,rambut,0.75,2025-11-29T18:59:00,2025-11-29
12148,topi,0.72,2025-11-29T20:09:00,2025-11-29
12149,topi,0.51,2025-11-29T15:25:00,2025-11-29
12150,rambut,0.73,2025-11-29T20:19:00,2025-11-29
12151,rambut,0.93,2025-11-29T18:27:00,2025-11-29
12152,rambut,0.63,2025-11-29T17:41:00,2025-11-29
12153,hijab,0.72,2025-11-29T15:06:00,2025-11-29
12154,topi,0.6,2025-11-29T19:41:00,2025-11-29
12155,rambut,0.64,2025-11-29T17:58:00,2025-11-29
12156,rambut,0.76,2025-11-29T17:55:00,2025-11-29
12157,topi,0.59,2025-11-29T11:11:00,2025-11-29
12158,rambut,0.95,2025-11-29T06:36:00,2025-11-29
12159,rambut,0.77,2025-11-29T07:54:00,2025-11-29
12160,rambut,0.54,2025-11-29T08:40:00,2025-11-29
12161,rambut,0.6,2025-11-29T14:13:00,2025-11-29
12162,rambut,0.75,2025-11-29T19:03:00,2025-11-29
12163,rambut,0.74,2025-11-29T21:14:00,2025-11-29
