id,emotion,confidence,timestamp
596,shorts,0.98,2025-11-09 15:50:40
597,sweater,0.94,2025-11-20 21:31:51
598,skirt,0.79,2025-11-20 21:31:51
599,t-shirt,0.87,2025-11-13 13:23:40
600,long_pants,0.71,2025-11-13 13:23:40
601,sweater,0.95,2025-11-19 08:33:51
602,skirt,0.95,2025-11-19 08:33:51
603,t-shirt,0.97,2025-11-17 19:37:27
604,long_pants,0.87,2025-11-17 19:37:27
605,t-shirt,0.9,2025-11-22 23:00:40
606,shorts,0.72,2025-11-22 23:00:40
607,outer,0.71,2025-11-10 07:52:55
608,skirt,0.96,2025-11-10 07:52:55
609,t-shirt,0.95,2025-11-03 14:58:50
610,long_pants,0.73,2025-11-03 14:58:50
611,sweater,0.84,2025-11-10 10:45:35
612,skirt,0.9,2025-11-10 10:45:35
613,t-shirt,0.73,2025-10-25 13:20:36
614,shorts,0.99,2025-10-25 13:20:36
615,blouse,0.94,2025-11-06 14:25:41
616,shorts,0.76,2025-11-06 14:25:41
617,t-shirt,0.9,2025-11-03 14:36:55
618,skirt,0.72,2025-11-03 14:36:55
619,outer,0.82,2025-10-30 06:53:53
620,long_pants,0.78,2025-10-30 06:53:53
621,sweater,0.96,2025-10-30 15:56:40
622,long_pants,0.86,2025-10-30 15:56:40
623,sweater,0.7,2025-11-22 08:29:12
624,long_pants,0.86,2025-11-22 08:29:12
625,t-shirt,0.7,2025-11-15 18:19:09
626,long_pants,0.74,2025-11-15 18:19:09
627,shirt,0.87,2025-11-17 16:13:20
628,long_pants,0.8,2025-11-17 16:13:20
629,blouse,0.74,2025-11-09 07:50:06
630,skirt,0.84,2025-11-09 07:50:06
631,t-shirt,0.93,2025-11-21 13:47:06
632,skirt,0.76,2025-11-21 13:47:06
633,outer,0.9,2025-11-24 13:21:08
634,shorts,0.94,2025-11-24 13:21:08
635,shirt,0.8,2025-11-05 17:01:32
636,long_pants,0.84,2025-11-05 17:01:32
637,t-shirt,0.7,2025-11-06 15:33:30
638,skirt,0.77,2025-11-06 15:33:30
639,sweater,0.72,2025-11-18 06:55:37
640,long_pants,0.72,2025-11-18 06:55:37
641,outer,0.8,2025-10-25 08:57:26
642,long_pants,0.87,2025-10-25 08:57:26
643,t-shirt,0.97,2025-11-11 16:55:30
644,skirt,0.86,2025-11-11 16:55:30
645,outer,0.8,2025-11-12 09:37:52
646,long_pants,0.98,2025-11-12 09:37:52
647,t-shirt,0.71,2025-11-05 14:23:37
648,long_pants,0.96,2025-11-05 14:23:37
649,outer,0.83,2025-10-24 08:53:32
650,long_pants,0.86,2025-10-24 08:53:32
651,outer,0.74,2025-11-01 17:46:39
652,skirt,0.9,2025-11-01 17:46:39
653,sweater,0.93,2025-11-19 06:41:16
654,shorts,0.86,2025-11-19 06:41:16
655,t-shirt,0.86,2025-11-04 13:43:29
656,shorts,0.83,2025-11-04 13:43:29
657,t-shirt,0.75,2025-10-26 21:14:49
658,long_pants,0.75,2025-10-26 21:14:49
659,blouse,0.85,2025-10-27 12:54:00
660,long_pants,0.8,2025-10-27 12:54:00
661,sweater,0.89,2025-11-04 12:58:16
662,long_pants,0.97,2025-11-04 12:58:16
663,shirt,0.95,2025-11-03 15:41:37
664,shorts,0.7,2025-11-03 15:41:37
665,outer,0.9,2025-11-22 19:31:02
666,shorts,0.75,2025-11-22 19:31:02
667,sweater,0.91,2025-10-28 11:08:33
668,long_pants,0.84,2025-10-28 11:08:33
669,sweater,0.77,2025-11-15 23:29:05
670,skirt,0.81,2025-11-15 23:29:05
671,blouse,0.89,2025-11-02 11:11:00
672,long_pants,0.79,2025-11-02 11:11:00
673,outer,0.99,2025-11-01 19:29:48
674,long_pants,0.85,2025-11-01 19:29:48
675,outer,0.83,2025-11-07 07:03:19
676,long_pants,0.88,2025-11-07 07:03:19
677,sweater,0.99,2025-11-19 13:00:05
678,long_pants,0.76,2025-11-19 13:00:05
679,sweater,0.77,2025-10-30 11:25:07
680,skirt,0.73,2025-10-30 11:25:07
681,outer,0.77,2025-11-05 21:45:48
682,long_pants,0.81,2025-11-05 21:45:48
683,shirt,0.77,2025-11-09 15:35:09
684,skirt,0.95,2025-11-09 15:35:09
685,blouse,0.99,2025-11-18 14:52:08
686,long_pants,0.98,2025-11-18 14:52:08
687,shirt,0.77,2025-10-28 18:03:31
688,skirt,0.71,2025-10-28 18:03:31
689,t-shirt,0.73,2025-11-11 22:11:57
690,shorts,0.89,2025-11-11 22:11:57
691,sweater,0.7,2025-11-15 22:28:46
692,shorts,0.96,2025-11-15 22:28:46
693,shirt,0.91,2025-11-19 20:26:48
694,long_pants,0.98,2025-11-19 20:26:48
695,t-shirt,0.72,2025-11-05 10:50:41
696,shorts,0.84,2025-11-05 10:50:41
697,sweater,0.82,2025-11-11 14:34:30
698,skirt,0.95,2025-11-11 14:34:30
699,t-shirt,0.71,2025-11-15 17:41:53
700,long_pants,0.96,2025-11-15 17:41:53
701,sweater,0.84,2025-11-09 14:28:40
702,long_pants,0.87,2025-11-09 14:28:40
703,shirt,0.89,2025-10-30 17:03:57
704,shorts,0.84,2025-10-30 17:03:57
705,t-shirt,0.8,2025-11-18 13:11:51
706,shorts,0.78,2025-11-18 13:11:51
707,t-shirt,0.91,2025-11-14 17:27:19
708,shorts,0.97,2025-11-14 17:27:19
709,outer,0.95,2025-10-28 15:53:23
710,long_pants,0.86,2025-10-28 15:53:23
711,t-shirt,0.95,2025-10-25 15:34:26
712,long_pants,0.99,2025-10-25 15:34:26
713,outer,0.85,2025-11-01 10:11:19
714,shorts,0.89,2025-11-01 10:11:19
715,shirt,0.9,2025-11-23 19:28:32
716,long_pants,0.96,2025-11-23 19:28:32
717,shirt,0.83,2025-11-07 08:23:04
718,long_pants,0.8,2025-11-07 08:23:04
719,t-shirt,0.87,2025-11-21 12:54:49
720,shorts,0.8,2025-11-21 12:54:49
721,t-shirt,0.89,2025-11-12 08:17:17
722,shorts,0.8,2025-11-12 08:17:17
723,outer,0.75,2025-11-21 11:04:06
724,shorts,0.73,2025-11-21 11:04:06
725,sweater,0.77,2025-11-03 11:32:40
726,long_pants,0.96,2025-11-03 11:32:40
727,t-shirt,0.87,2025-11-09 13:06:47
728,shorts,0.95,2025-11-09 13:06:47
729,blouse,0.76,2025-10-25 17:23:02
730,long_pants,0.79,2025-10-25 17:23:02
731,outer,0.84,2025-11-02 22:05:31
732,long_pants,0.9,2025-11-02 22:05:31
733,blouse,0.85,2025-10-25 09:11:58
734,long_pants,0.81,2025-10-25 09:11:58
735,outer,0.76,2025-11-13 06:42:47
736,skirt,0.71,2025-11-13 06:42:47
737,t-shirt,0.75,2025-11-17 19:48:30
738,skirt,0.98,2025-11-17 19:48:30
739,outer,0.92,2025-11-10 09:23:02
740,skirt,0.95,2025-11-10 09:23:02
741,outer,0.89,2025-10-31 20:50:52
742,long_pants,0.71,2025-10-31 20:50:52
743,t-shirt,0.89,2025-11-09 15:34:03
744,long_pants,0.93,2025-11-09 15:34:03
745,t-shirt,0.74,2025-11-14 17:37:52
746,shorts,0.8,2025-11-14 17:37:52
747,t-shirt,0.78,2025-11-21 23:00:44
748,shorts,0.74,2025-11-21 23:00:44
749,t-shirt,0.95,2025-10-30 23:56:26
750,skirt,0.95,2025-10-30 23:56:26
751,outer,0.89,2025-10-27 20:04:11
752,long_pants,0.7,2025-10-27 20:04:11
753,shirt,0.9,2025-11-04 13:28:11
754,long_pants,0.89,2025-11-04 13:28:11
755,outer,0.76,2025-10-29 13:13:47
756,shorts,0.76,2025-10-29 13:13:47
757,outer,0.82,2025-11-01 09:08:10
758,shorts,0.94,2025-11-01 09:08:10
759,t-shirt,0.91,2025-11-21 13:02:10
760,long_pants,0.8,2025-11-21 13:02:10
761,outer,0.82,2025-11-12 07:10:05
762,skirt,0.94,2025-11-12 07:10:05
763,t-shirt,0.81,2025-11-19 15:04:09
764,shorts,0.84,2025-11-19 15:04:09
765,t-shirt,0.94,2025-11-14 17:54:09
766,skirt,0.71,2025-11-14 17:54:09
767,outer,0.76,2025-11-16 20:17:58
768,shorts,0.97,2025-11-16 20:17:58
769,t-shirt,0.74,2025-10-26 17:19:11
770,shorts,0.87,2025-10-26 17:19:11
771,blouse,0.83,2025-11-07 07:43:12
772,long_pants,0.88,2025-11-07 07:43:12
773,outer,0.78,2025-11-04 10:07:07
774,shorts,0.94,2025-11-04 10:07:07
775,outer,0.88,2025-10-24 22:17:38
776,long_pants,0.85,2025-10-24 22:17:38
777,shirt,0.78,2025-11-02 14:50:36
778,long_pants,0.72,2025-11-02 14:50:36
779,t-shirt,0.93,2025-11-08 23:02:43
780,skirt,0.9,2025-11-08 23:02:43
781,shirt,0.95,2025-10-27 08:07:37
782,long_pants,0.88,2025-10-27 08:07:37
783,sweater,0.79,2025-11-18 06:01:58
784,long_pants,0.86,2025-11-18 06:01:58
785,outer,0.76,2025-11-09 20:39:24
786,long_pants,0.94,2025-11-09 20:39:24
787,outer,0.98,2025-11-03 07:55:08
788,skirt,0.92,2025-11-03 07:55:08
789,blouse,0.91,2025-11-17 14:49:12
790,skirt,0.91,2025-11-17 14:49:12
791,t-shirt,0.83,2025-11-18 16:53:48
792,shorts,0.98,2025-11-18 16:53:48
793,outer,0.81,2025-11-18 18:56:15
794,skirt,0.76,2025-11-18 18:56:15
795,t-shirt,0.8,2025-11-09 23:14:48
796,long_pants,0.85,2025-11-09 23:14:48
797,t-shirt,0.95,2025-10-24 20:25:19
798,skirt,0.76,2025-10-24 20:25:19
799,t-shirt,0.86,2025-11-07 19:12:52
800,long_pants,0.91,2025-11-07 19:12:52
801,t-shirt,0.98,2025-11-21 12:59:10
802,shorts,0.72,2025-11-21 12:59:10
803,sweater,0.76,2025-11-11 12:57:16
804,shorts,0.72,2025-11-11 12:57:16
805,outer,0.72,2025-11-06 19:52:34
806,long_pants,0.7,2025-11-06 19:52:34
807,outer,0.76,2025-10-29 08:20:14
808,long_pants,0.94,2025-10-29 08:20:14
809,outer,0.71,2025-11-18 19:25:52
810,skirt,0.85,2025-11-18 19:25:52
811,t-shirt,0.78,2025-10-30 13:09:29
812,shorts,0.98,2025-10-30 13:09:29
813,t-shirt,0.71,2025-11-08 09:21:23
814,long_pants,0.86,2025-11-08 09:21:23
815,outer,0.81,2025-10-29 20:39:05
816,shorts,0.7,2025-10-29 20:39:05
817,t-shirt,0.78,2025-11-20 17:06:25
818,long_pants,0.76,2025-11-20 17:06:25
819,t-shirt,0.8,2025-11-24 14:34:26
820,long_pants,0.82,2025-11-24 14:34:26
821,blouse,0.78,2025-11-05 09:16:09
822,skirt,0.9,2025-11-05 09:16:09
823,blouse,0.77,2025-11-05 11:59:18
824,shorts,0.9,2025-11-05 11:59:18
825,sweater,0.98,2025-11-22 06:41:51
826,shorts,0.9,2025-11-22 06:41:51
827,sweater,0.95,2025-11-23 21:03:07
828,skirt,0.98,2025-11-23 21:03:07
829,shirt,0.95,2025-10-31 22:17:51
830,long_pants,0.89,2025-10-31 22:17:51
831,sweater,0.93,2025-11-05 20:11:51
832,long_pants,0.94,2025-11-05 20:11:51
833,outer,0.83,2025-11-20 23:50:45
834,skirt,0.77,2025-11-20 23:50:45
835,t-shirt,0.71,2025-11-15 21:53:26
836,skirt,0.81,2025-11-15 21:53:26
837,outer,0.86,2025-10-30 17:12:49
838,skirt,0.83,2025-10-30 17:12:49
839,shirt,0.85,2025-11-14 16:00:53
840,shorts,0.89,2025-11-14 16:00:53
841,sweater,0.84,2025-11-22 20:53:39
842,skirt,0.9,2025-11-22 20:53:39
843,outer,0.79,2025-10-31 19:43:01
844,skirt,0.85,2025-10-31 19:43:01
845,outer,0.75,2025-11-14 12:05:35
846,shorts,0.8,2025-11-14 12:05:35
847,outer,0.81,2025-11-13 17:22:20
848,long_pants,0.72,2025-11-13 17:22:20
849,outer,0.95,2025-11-23 20:07:41
850,shorts,0.89,2025-11-23 20:07:41
851,sweater,0.87,2025-11-06 15:56:24
852,shorts,0.93,2025-11-06 15:56:24
853,sweater,0.71,2025-11-07 11:51:22
854,shorts,0.86,2025-11-07 11:51:22
855,outer,0.88,2025-10-29 20:40:42
856,long_pants,0.9,2025-10-29 20:40:42
857,outer,0.92,2025-10-31 10:16:01
858,long_pants,0.76,2025-10-31 10:16:01
859,outer,0.94,2025-11-16 16:29:44
860,skirt,0.78,2025-11-16 16:29:44
861,shirt,0.82,2025-11-06 23:04:45
862,long_pants,0.94,2025-11-06 23:04:45
863,t-shirt,0.77,2025-11-10 13:11:09
864,shorts,0.96,2025-11-10 13:11:09
865,t-shirt,0.77,2025-10-29 22:37:39
866,long_pants,0.87,2025-10-29 22:37:39
867,shirt,0.93,2025-11-09 23:17:32
868,long_pants,0.77,2025-11-09 23:17:32
869,t-shirt,0.71,2025-11-18 10:35:06
870,long_pants,0.84,2025-11-18 10:35:06
871,outer,0.82,2025-10-30 18:12:21
872,long_pants,0.96,2025-10-30 18:12:21
873,sweater,0.87,2025-11-21 18:21:55
874,long_pants,0.84,2025-11-21 18:21:55
875,t-shirt,0.92,2025-11-01 19:50:43
876,long_pants,0.81,2025-11-01 19:50:43
877,t-shirt,0.95,2025-10-30 12:18:14
878,long_pants,0.81,2025-10-30 12:18:14
879,outer,0.72,2025-11-14 20:34:56
880,long_pants,0.74,2025-11-14 20:34:56
881,t-shirt,0.93,2025-11-23 07:46:19
882,skirt,0.73,2025-11-23 07:46:19
883,sweater,0.71,2025-11-02 09:04:05
884,shorts,0.97,2025-11-02 09:04:05
885,sweater,0.95,2025-11-03 06:44:12
886,long_pants,0.91,2025-11-03 06:44:12
887,t-shirt,0.72,2025-10-27 14:14:09
888,long_pants,0.98,2025-10-27 14:14:09
889,t-shirt,0.74,2025-10-28 16:55:46
890,skirt,0.82,2025-10-28 16:55:46
891,blouse,0.99,2025-11-09 16:07:15
892,long_pants,0.72,2025-11-09 16:07:15
893,blouse,0.94,2025-11-14 07:20:47
894,long_pants,0.98,2025-11-14 07:20:47
895,sweater,0.8,2025-11-01 15:25:40
896,long_pants,0.95,2025-11-01 15:25:40
897,t-shirt,0.86,2025-11-09 15:45:21
898,shorts,0.96,2025-11-09 15:45:21
899,blouse,0.73,2025-10-26 10:27:22
900,shorts,0.84,2025-10-26 10:27:22
901,t-shirt,0.9,2025-11-11 23:39:55
902,long_pants,0.94,2025-11-11 23:39:55
903,outer,0.77,2025-10-30 15:45:56
904,shorts,0.78,2025-10-30 15:45:56
905,t-shirt,0.77,2025-11-23 14:29:50
906,skirt,0.83,2025-11-23 14:29:50
907,sweater,0.9,2025-10-24 09:14:42
908,long_pants,0.87,2025-10-24 09:14:42
909,t-shirt,0.86,2025-10-25 11:47:43
910,long_pants,0.79,2025-10-25 11:47:43
911,blouse,0.76,2025-10-24 20:13:31
912,long_pants,0.91,2025-10-24 20:13:31
913,t-shirt,0.71,2025-11-05 15:25:54
914,skirt,0.94,2025-11-05 15:25:54
915,outer,0.8,2025-11-12 07:45:30
916,long_pants,0.89,2025-11-12 07:45:30
917,blouse,0.89,2025-11-12 14:26:42
918,shorts,0.7,2025-11-12 14:26:42
919,outer,0.86,2025-11-11 20:48:08
920,long_pants,0.84,2025-11-11 20:48:08
921,sweater,0.89,2025-10-26 08:29:20
922,skirt,0.77,2025-10-26 08:29:20
923,outer,0.92,2025-11-06 16:04:05
924,shorts,0.81,2025-11-06 16:04:05
925,shirt,0.81,2025-11-18 12:10:47
926,shorts,0.93,2025-11-18 12:10:47
927,shirt,0.88,2025-11-03 17:47:05
928,shorts,0.73,2025-11-03 17:47:05
929,t-shirt,0.96,2025-10-24 22:48:20
930,long_pants,0.86,2025-10-24 22:48:20
931,t-shirt,0.94,2025-11-18 21:44:18
932,long_pants,0.75,2025-11-18 21:44:18
933,t-shirt,0.77,2025-11-03 10:49:59
934,long_pants,0.96,2025-11-03 10:49:59
935,shirt,0.83,2025-10-25 17:17:52
936,long_pants,0.84,2025-10-25 17:17:52
937,sweater,0.99,2025-11-11 07:46:00
938,long_pants,0.91,2025-11-11 07:46:00
939,t-shirt,0.71,2025-11-24 23:22:08
940,skirt,0.89,2025-11-24 23:22:08
941,sweater,0.84,2025-11-03 20:27:08
942,long_pants,0.79,2025-11-03 20:27:08
943,outer,0.73,2025-11-13 10:19:53
944,shorts,0.98,2025-11-13 10:19:53
945,t-shirt,0.92,2025-11-10 23:46:37
946,long_pants,0.71,2025-11-10 23:46:37
947,sweater,0.82,2025-11-15 22:22:29
948,long_pants,0.79,2025-11-15 22:22:29
949,t-shirt,0.75,2025-11-14 18:49:17
950,long_pants,0.79,2025-11-14 18:49:17
951,outer,0.93,2025-10-30 07:29:20
952,skirt,0.73,2025-10-30 07:29:20
953,t-shirt,0.9,2025-10-31 14:51:35
954,long_pants,0.94,2025-10-31 14:51:35
955,t-shirt,0.97,2025-10-30 11:29:25
956,shorts,0.95,2025-10-30 11:29:25
957,outer,0.97,2025-11-20 12:22:44
958,shorts,0.94,2025-11-20 12:22:44
959,t-shirt,0.71,2025-11-24 20:37:46
960,long_pants,0.72,2025-11-24 20:37:46
961,blouse,0.84,2025-11-21 08:26:46
962,long_pants,0.85,2025-11-21 08:26:46
963,t-shirt,0.97,2025-11-09 19:31:51
964,long_pants,0.98,2025-11-09 19:31:51
965,shirt,0.71,2025-10-28 11:07:56
966,shorts,0.85,2025-10-28 11:07:56
967,outer,0.94,2025-10-28 08:07:21
968,long_pants,0.96,2025-10-28 08:07:21
969,t-shirt,0.96,2025-11-12 10:33:15
970,shorts,0.75,2025-11-12 10:33:15
971,t-shirt,0.93,2025-11-24 22:03:47
972,shorts,0.83,2025-11-24 22:03:47
973,t-shirt,0.83,2025-10-24 12:44:53
974,shorts,0.71,2025-10-24 12:44:53
975,sweater,0.77,2025-11-12 08:10:05
976,long_pants,0.86,2025-11-12 08:10:05
977,sweater,0.87,2025-11-05 06:41:53
978,long_pants,0.9,2025-11-05 06:41:53
979,t-shirt,0.84,2025-11-24 18:33:15
980,long_pants,0.83,2025-11-24 18:33:15
981,outer,0.85,2025-11-14 06:58:50
982,shorts,0.92,2025-11-14 06:58:50
983,sweater,0.92,2025-11-08 07:31:03
984,long_pants,0.97,2025-11-08 07:31:03
985,t-shirt,0.95,2025-11-09 12:18:41
986,shorts,0.96,2025-11-09 12:18:41
987,t-shirt,0.78,2025-11-15 21:07:07
988,long_pants,0.71,2025-11-15 21:07:07
989,t-shirt,0.88,2025-11-16 22:19:51
990,long_pants,0.84,2025-11-16 22:19:51
991,t-shirt,0.81,2025-10-30 16:33:47
992,shorts,0.72,2025-10-30 16:33:47
993,t-shirt,0.79,2025-11-07 13:05:32
994,long_pants,0.88,2025-11-07 13:05:32
995,t-shirt,0.79,2025-11-03 14:39:25
996,shorts,0.74,2025-11-03 14:39:25
997,sweater,0.8,2025-10-31 11:21:10
998,shorts,0.95,2025-10-31 11:21:10
999,t-shirt,0.85,2025-11-15 21:08:29
1000,skirt,0.91,2025-11-15 21:08:29
1001,sweater,0.84,2025-11-13 23:05:46
1002,skirt,0.84,2025-11-13 23:05:46
1003,t-shirt,0.79,2025-11-19 15:54:23
1004,long_pants,0.88,2025-11-19 15:54:23
1005,sweater,0.83,2025-11-19 20:02:30
1006,shorts,0.82,2025-11-19 20:02:30
1007,outer,0.74,2025-11-22 15:42:46
1008,long_pants,0.88,2025-11-22 15:42:46
1009,outer,0.84,2025-10-26 06:45:22
1010,long_pants,0.94,2025-10-26 06:45:22
1011,outer,0.93,2025-11-22 13:08:11
1012,long_pants,0.82,2025-11-22 13:08:11
1013,sweater,0.87,2025-10-29 08:53:50
1014,long_pants,0.93,2025-10-29 08:53:50
1015,t-shirt,0.86,2025-11-06 15:41:02
1016,skirt,0.93,2025-11-06 15:41:02
1017,shirt,0.77,2025-10-27 15:11:00
1018,shorts,0.83,2025-10-27 15:11:00
1019,t-shirt,0.93,2025-11-19 13:51:40
1020,shorts,0.7,2025-11-19 13:51:40
1021,blouse,0.78,2025-10-24 13:06:06
1022,long_pants,0.9,2025-10-24 13:06:06
1023,t-shirt,0.83,2025-10-27 13:39:05
1024,shorts,0.7,2025-10-27 13:39:05
1025,sweater,0.73,2025-10-24 20:15:43
1026,skirt,0.83,2025-10-24 20:15:43
1027,blouse,0.93,2025-10-28 22:56:26
1028,long_pants,0.81,2025-10-28 22:56:26
1029,outer,0.93,2025-11-23 09:13:45
1030,long_pants,0.84,2025-11-23 09:13:45
1031,shirt,0.87,2025-11-17 19:39:45
1032,long_pants,0.87,2025-11-17 19:39:45
1033,t-shirt,0.85,2025-11-23 07:39:08
1034,long_pants,0.98,2025-11-23 07:39:08
1035,shirt,0.76,2025-11-24 08:22:42
1036,long_pants,0.73,2025-11-24 08:22:42
1037,shirt,0.75,2025-11-19 11:05:50
1038,shorts,0.84,2025-11-19 11:05:50
1039,outer,0.84,2025-10-30 19:35:18
1040,shorts,0.9,2025-10-30 19:35:18
1041,t-shirt,0.91,2025-11-14 23:39:14
1042,shorts,0.89,2025-11-14 23:39:14
1043,t-shirt,0.75,2025-11-17 23:35:55
1044,shorts,0.82,2025-11-17 23:35:55
1045,sweater,0.81,2025-11-22 08:57:09
1046,shorts,0.74,2025-11-22 08:57:09
1047,blouse,0.84,2025-11-08 12:26:46
1048,shorts,0.9,2025-11-08 12:26:46
1049,outer,0.72,2025-11-19 23:18:27
1050,skirt,0.75,2025-11-19 23:18:27
1051,outer,0.98,2025-11-22 06:06:58
1052,skirt,0.98,2025-11-22 06:06:58
1053,sweater,0.93,2025-11-16 17:34:15
1054,skirt,0.8,2025-11-16 17:34:15
1055,shirt,0.85,2025-10-26 21:11:10
1056,skirt,0.72,2025-10-26 21:11:10
1057,t-shirt,0.77,2025-10-30 21:32:03
1058,long_pants,0.81,2025-10-30 21:32:03
1059,outer,0.95,2025-10-31 09:05:14
1060,long_pants,0.82,2025-10-31 09:05:14
1061,outer,0.87,2025-11-11 21:16:58
1062,shorts,0.94,2025-11-11 21:16:58
1063,t-shirt,0.85,2025-11-24 23:33:23
1064,long_pants,0.98,2025-11-24 23:33:23
1065,outer,0.91,2025-11-13 23:39:46
1066,long_pants,0.94,2025-11-13 23:39:46
1067,sweater,0.72,2025-11-03 08:31:35
1068,long_pants,0.85,2025-11-03 08:31:35
1069,t-shirt,0.77,2025-11-09 10:05:13
1070,long_pants,0.92,2025-11-09 10:05:13
1071,sweater,0.96,2025-11-10 07:23:08
1072,skirt,0.99,2025-11-10 07:23:08
1073,t-shirt,0.75,2025-11-01 17:18:05
1074,long_pants,0.8,2025-11-01 17:18:05
1075,blouse,0.7,2025-11-05 14:42:13
1076,skirt,0.95,2025-11-05 14:42:13
1077,blouse,0.91,2025-10-28 21:48:03
1078,long_pants,0.72,2025-10-28 21:48:03
1079,shirt,0.99,2025-11-15 10:52:50
1080,skirt,0.95,2025-11-15 10:52:50
1081,t-shirt,0.7,2025-11-22 17:04:43
1082,skirt,0.95,2025-11-22 17:04:43
1083,sweater,0.9,2025-11-21 18:25:41
1084,long_pants,0.8,2025-11-21 18:25:41
1085,blouse,0.78,2025-11-15 14:20:18
1086,skirt,0.88,2025-11-15 14:20:18
1087,outer,0.82,2025-11-24 13:09:21
1088,shorts,0.88,2025-11-24 13:09:21
1089,t-shirt,0.77,2025-11-02 17:13:12
1090,long_pants,0.8,2025-11-02 17:13:12
1091,sweater,0.94,2025-10-31 10:50:59
1092,shorts,0.82,2025-10-31 10:50:59
1093,t-shirt,0.91,2025-11-20 06:25:22
1094,long_pants,0.7,2025-11-20 06:25:22
1095,sweater,0.77,2025-10-26 12:27:28
1096,long_pants,0.98,2025-10-26 12:27:28
1097,sweater,0.76,2025-11-17 21:41:41
1098,long_pants,0.85,2025-11-17 21:41:41
1099,t-shirt,0.94,2025-11-02 22:02:05
1100,long_pants,0.9,2025-11-02 22:02:05
1101,sweater,0.98,2025-11-04 09:20:49
1102,skirt,0.86,2025-11-04 09:20:49
1103,shirt,0.73,2025-11-20 17:32:22
1104,shorts,0.87,2025-11-20 17:32:22
1105,blouse,0.86,2025-11-01 20:38:21
1106,long_pants,0.81,2025-11-01 20:38:21
1107,t-shirt,0.76,2025-11-24 14:58:07
1108,shorts,0.9,2025-11-24 14:58:07
1109,t-shirt,0.71,2025-11-01 23:46:23
1110,shorts,0.72,2025-11-01 23:46:23
1111,outer,0.9,2025-11-04 21:54:24
1112,long_pants,0.74,2025-11-04 21:54:24
1113,outer,0.83,2025-11-10 17:47:49
1114,skirt,0.82,2025-11-10 17:47:49
1115,t-shirt,0.72,2025-11-09 16:37:29
1116,shorts,0.7,2025-11-09 16:37:29
1117,outer,0.84,2025-11-24 13:42:11
1118,shorts,0.71,2025-11-24 13:42:11
1119,sweater,0.89,2025-10-29 08:33:47
1120,shorts,0.8,2025-10-29 08:33:47
1121,shirt,0.78,2025-10-24 23:57:03
1122,shorts,0.93,2025-10-24 23:57:03
1123,t-shirt,0.94,2025-11-23 17:12:03
1124,shorts,0.85,2025-11-23 17:12:03
1125,t-shirt,0.79,2025-11-17 10:22:52
1126,long_pants,0.8,2025-11-17 10:22:52
1127,t-shirt,0.78,2025-11-16 19:10:18
1128,skirt,0.85,2025-11-16 19:10:18
1129,sweater,0.92,2025-11-10 14:53:19
1130,long_pants,0.76,2025-11-10 14:53:19
1131,t-shirt,0.73,2025-11-11 12:19:16
1132,shorts,0.74,2025-11-11 12:19:16
1133,t-shirt,0.73,2025-11-07 21:19:45
1134,skirt,0.83,2025-11-07 21:19:45
1135,outer,0.72,2025-10-25 06:42:55
1136,shorts,0.8,2025-10-25 06:42:55
1137,outer,0.85,2025-10-29 11:00:15
1138,shorts,0.82,2025-10-29 11:00:15
1139,t-shirt,0.71,2025-11-24 06:51:19
1140,shorts,0.84,2025-11-24 06:51:19
1141,t-shirt,0.85,2025-11-19 14:05:49
1142,long_pants,0.78,2025-11-19 14:05:49
1143,outer,0.96,2025-11-02 23:55:16
1144,skirt,0.98,2025-11-02 23:55:16
1145,t-shirt,0.72,2025-11-02 22:48:25
1146,shorts,0.95,2025-11-02 22:48:25
1147,sweater,0.92,2025-11-24 12:06:14
1148,shorts,0.79,2025-11-24 12:06:14
1149,t-shirt,0.72,2025-11-16 20:29:49
1150,long_pants,0.72,2025-11-16 20:29:49
1151,sweater,0.89,2025-11-22 22:44:16
1152,long_pants,0.94,2025-11-22 22:44:16
1153,outer,0.83,2025-10-29 20:15:31
1154,shorts,0.71,2025-10-29 20:15:31
1155,sweater,0.81,2025-11-18 19:31:43
1156,long_pants,0.97,2025-11-18 19:31:43
1157,t-shirt,0.79,2025-11-01 11:12:44
1158,shorts,0.97,2025-11-01 11:12:44
1159,t-shirt,0.86,2025-11-06 11:02:18
1160,shorts,0.81,2025-11-06 11:02:18
1161,outer,0.84,2025-11-09 08:01:16
1162,long_pants,0.78,2025-11-09 08:01:16
1163,t-shirt,0.92,2025-11-16 13:55:25
1164,skirt,0.89,2025-11-16 13:55:25
1165,shirt,0.77,2025-11-13 13:22:01
1166,long_pants,0.95,2025-11-13 13:22:01
1167,outer,0.92,2025-11-22 19:28:40
1168,long_pants,0.9,2025-11-22 19:28:40
1169,outer,0.8,2025-11-08 08:41:50
1170,long_pants,0.92,2025-11-08 08:41:50
1171,t-shirt,0.92,2025-11-02 22:05:33
1172,shorts,0.92,2025-11-02 22:05:33
1173,t-shirt,0.94,2025-11-05 17:41:18
1174,shorts,0.78,2025-11-05 17:41:18
1175,shirt,0.98,2025-11-01 09:17:38
1176,long_pants,0.84,2025-11-01 09:17:38
1177,outer,0.89,2025-10-27 17:54:23
1178,shorts,0.76,2025-10-27 17:54:23
1179,sweater,0.86,2025-11-05 20:39:21
1180,skirt,0.98,2025-11-05 20:39:21
1181,shirt,0.87,2025-11-22 15:49:10
1182,skirt,0.71,2025-11-22 15:49:10
